title,actor
"大奥 永远 右卫门佐·纲吉篇","堺雅人"
"大奥 永远 右卫门佐·纲吉篇","菅野美穗"
"大奥 永远 右卫门佐·纲吉篇","尾野真千子"
"大奥 永远 右卫门佐·纲吉篇","西田敏行"
"大奥 永远 右卫门佐·纲吉篇","宫藤官九郎"
"大奥 永远 右卫门佐·纲吉篇","柄本佑"
"大奥 永远 右卫门佐·纲吉篇","要润 Jun Kaname"
"大奥 永远 右卫门佐·纲吉篇","市毛良枝 Yoshie Ichige"
"大奥 永远 右卫门佐·纲吉篇","榎木孝明"
"大奥 永远 右卫门佐·纲吉篇","堺正章 Masaaki Sakai"
"大奥 永远 右卫门佐·纲吉篇","桐山涟"
"大奥 永远 右卫门佐·纲吉篇","满岛真之介"
"大奥 永远 右卫门佐·纲吉篇","郭智博"
"大奥 永远 右卫门佐·纲吉篇","永江佑贵"
"大奥 永远 右卫门佐·纲吉篇","三浦贵大 Takahiro Miura"
"前路漫漫","北乃绮"
"前路漫漫","冈田将生"
"前路漫漫","沟端淳平"
"前路漫漫","仲里依纱"
"前路漫漫","成宫宽贵"
"前路漫漫","白石美帆"
"前路漫漫","大泽隆夫"
"菜鸟评审员","妻夫木聪"
"菜鸟评审员","北川景子"
"菜鸟评审员","丰川悦司"
"菜鸟评审员","铃木京香"
"菜鸟评审员","中川雅也"
"菜鸟评审员","县森鱼"
"菜鸟评审员","荒川良良"
"菜鸟评审员","詹姆斯·C·伯恩斯"
"菜鸟评审员","绪方义博"
"菜鸟评审员","柄本时生"
"菜鸟评审员","福本清三"
"菜鸟评审员","浜野谦太"
"菜鸟评审员","玄里"
"菜鸟评审员","伊藤步"
"菜鸟评审员","加濑亮"
"菜鸟评审员","风间杜夫"
"菜鸟评审员","木村佑一"
"菜鸟评审员","松本伊代"
"菜鸟评审员","志贺广太郎"
"菜鸟评审员","竹中直人"
"菜鸟评审员","玉山铁二"
"菜鸟评审员","田中要次"
"大逃杀2：镇魂歌","藤原龙也"
"大逃杀2：镇魂歌","前田爱"
"大逃杀2：镇魂歌","竹内力"
"大逃杀2：镇魂歌","忍成修吾"
"大逃杀2：镇魂歌","酒井彩名"
"大逃杀2：镇魂歌","北野武"
"大逃杀2：镇魂歌","千叶真一"
"罗马浴场","阿部宽"
"罗马浴场","上户彩"
"罗马浴场","北村一辉"
"罗马浴场","市村正亲"
"罗马浴场","宍户开"
"罗马浴场","竹内力"
"罗马浴场","笹野高史"
"最近，妹妹的样子有点怪","桥本甜歌"
"最近，妹妹的样子有点怪","茧"
"最近，妹妹的样子有点怪","小林裕吉"
"最近，妹妹的样子有点怪","矢野未夏"
"最近，妹妹的样子有点怪","秋田和恵"
"最近，妹妹的样子有点怪","叶山玲子"
"御法度","松田龙平"
"御法度","北野武"
"御法度","武田真治"
"御法度","浅野忠信"
"御法度","崔洋一"
"晚春","笠智众"
"晚春","原节子"
"晚春","杉村春子"
"晚春","月丘梦路"
"晚春","宇佐美淳"
"晚春","青木放屁"
"推理要在晚餐后 电影版","樱井翔"
"推理要在晚餐后 电影版","北川景子"
"推理要在晚餐后 电影版","椎名桔平"
"推理要在晚餐后 电影版","中村雅俊"
"推理要在晚餐后 电影版","樱庭奈奈美"
"推理要在晚餐后 电影版","要润"
"推理要在晚餐后 电影版","鹿贺丈史"
"推理要在晚餐后 电影版","黑谷友香"
"推理要在晚餐后 电影版","甲本雅裕"
"推理要在晚餐后 电影版","大仓孝二"
"推理要在晚餐后 电影版","儿岛一哉"
"推理要在晚餐后 电影版","村川绘梨"
"推理要在晚餐后 电影版","团时郎"
"推理要在晚餐后 电影版","六角精儿"
"推理要在晚餐后 电影版","田中要次"
"推理要在晚餐后 电影版","伊东四朗"
"推理要在晚餐后 电影版","生濑胜久"
"推理要在晚餐后 电影版","竹中直人"
"推理要在晚餐后 电影版","宫泽理惠"
"东京奏鸣曲","香川照之"
"东京奏鸣曲","小泉今日子"
"东京奏鸣曲","井之肋海"
"东京奏鸣曲","小柳友"
"东京奏鸣曲","井川遥"
"东京奏鸣曲","津田宽治"
"东京奏鸣曲","役所广司"
"杀戮都市2","二宫和也"
"杀戮都市2","松山研一"
"杀戮都市2","吉高由里子"
"杀戮都市2","本乡奏多 Kanata Hongô"
"杀戮都市2","夏菜"
"杀戮都市2","绫野刚"
"杀戮都市2","水泽奈子"
"杀戮都市2","千阪健介"
"杀戮都市2","白石隼也"
"杀戮都市2","伊藤步"
"杀戮都市2","田口智朗"
"杀戮都市2","山田孝之"
"杀戮都市2","户田菜穗"
"天堂之吻","北川景子"
"天堂之吻","向井理"
"天堂之吻","山本裕典"
"天堂之吻","五十岚隼士"
"天堂之吻","贺来贤人"
"天堂之吻","加藤夏希"
"天堂之吻","大政绚"
"雨月物语","田中绢代"
"雨月物语","森雅之"
"雨月物语","小泽荣太郎"
"雨月物语","水户光子"
"雨月物语","京町子"
"杀妻总动员","浅野忠信"
"杀妻总动员","桥本丽香"
"杀妻总动员","阿部宽"
"杀妻总动员","小泉今日子"
"杀妻总动员","岸部一德"
"杀妻总动员","维尼·琼斯"
"GO!大暴走","洼冢洋介"
"GO!大暴走","柴崎幸"
"GO!大暴走","细山田隆人"
"GO!大暴走","山本太郎"
"GO!大暴走","新井浩文"
"GO!大暴走","山崎努"
"夏日时光机","瑛太"
"夏日时光机","上野树里"
"夏日时光机","与座嘉秋"
"夏日时光机","真木阳子"
"夏日时光机","川冈大次郎"
"夏日时光机","永野宗典"
"夏日时光机","室毅"
"夏日时光机","本多力"
"夏日时光机","佐佐木藏之介"
"转转","小田切让"
"转转","三浦友和"
"转转","小泉今日子"
"转转","吉高由里子"
"转转","岩松了"
"转转","松重丰"
"转转","岸部一德"
"转转","麻生久美子"
"恋之罪","水野美纪"
"恋之罪","冨樫真"
"恋之罪","神乐坂惠"
"恋之罪","岩松了"
"有顶天酒店","役所广司"
"有顶天酒店","松隆子"
"有顶天酒店","佐藤浩市"
"有顶天酒店","香取慎吾"
"有顶天酒店","筱原凉子"
"有顶天酒店","户田惠子"
"有顶天酒店","生濑胜久"
"有顶天酒店","麻生久美子"
"有顶天酒店","唐泽寿明"
"有顶天酒店","江原由希子"
"有顶天酒店","小田切让"
"有顶天酒店","角野卓造"
"有顶天酒店","津川雅彦"
"有顶天酒店","西田敏行"
"有顶天酒店","伊东四朗"
"有顶天酒店","堀内敬子"
"有顶天酒店","石井正则"
"有顶天酒店","不破万作"
"有顶天酒店","相岛一之"
"有顶天酒店","饭田基祐"
"有顶天酒店","田中直树"
"有顶天酒店","原田美枝子"
"有顶天酒店","近藤芳正"
"有顶天酒店","寺岛进"
"蛇舌","吉高由里子"
"蛇舌","高良健吾"
"蛇舌","井浦新"
"蛇舌","唐泽寿明"
"蛇舌","小栗旬"
"蛇舌","藤原龙也"
"大都会","井元由香"
"大都会","小林桂"
"大都会","冈田浩晖"
"大都会","石田太郎"
"大都会","富田耕生"
"大都会","若本规夫"
"大都会","泷口顺平"
"大都会","古川登志夫"
"大都会","千叶繁"
"大都会","小山茉美"
"大都会","隆大介"
"大都会","永井豪"
"大都会","本多俊之"
"大都会","青野武"
"早安","杉村春子"
"早安","笠智众"
"早安","久我美子"
"早安","三宅邦子"
"早安","佐田启二"
"早安","设乐幸嗣"
"早安","岛津雅彦"
"早安","高桥丰子"
"早安","泽村贞子"
"早安","东野英治郎"
"早安","长冈辉子"
"早安","三好荣子"
"早安","田中春男"
"早安","大泉滉"
"烟花","山崎裕太"
"烟花","奥菜惠"
"烟花","Takayuki Sorita"
"烟花","Randy Havens"
"烟花","Kenji Kohashi"
"恋爱写真","广末凉子"
"恋爱写真","松田龙平"
"恋爱写真","小池荣子"
"恋爱写真","西山茧子"
"恋爱写真","多米尼克·马库斯"
"无法触碰的爱 真人版","米原幸佑"
"无法触碰的爱 真人版","谷口贤志"
"无法触碰的爱 真人版","富田翔"
"无法触碰的爱 真人版","松田祥一"
"无法触碰的爱 真人版","三户裕也"
"无法触碰的爱 真人版","是近敦之"
"无法触碰的爱 真人版","入江崇史"
"无法触碰的爱 真人版","石井あみ"
"无法触碰的爱 真人版","寿里"
"永远的三丁目的夕阳2","吉冈秀隆"
"永远的三丁目的夕阳2","堤真一"
"永远的三丁目的夕阳2","小雪"
"永远的三丁目的夕阳2","堀北真希"
"永远的三丁目的夕阳2","三浦友和"
"永远的三丁目的夕阳2","药师丸博子"
"永远的三丁目的夕阳2","小池彩梦"
"只在那里发光","绫野刚"
"只在那里发光","池胁千鹤"
"只在那里发光","菅田将晖"
"只在那里发光","高桥和也"
"只在那里发光","火野正平"
"蒸汽男孩","铃木杏"
"蒸汽男孩","小西真奈美"
"蒸汽男孩","中村嘉葎雄"
"蒸汽男孩","儿玉清"
"蒸汽男孩","泽村一树"
"蒸汽男孩","寺岛进"
"女人步上楼梯时","高峰秀子"
"女人步上楼梯时","森雅之"
"女人步上楼梯时","团令子"
"女人步上楼梯时","仲代达矢"
"女人步上楼梯时","加东大介"
"女人步上楼梯时","中村雁治郎"
"女人步上楼梯时","小泽荣太郎"
"咒怨：终结的开始","佐佐木希"
"咒怨：终结的开始","青柳翔"
"咒怨：终结的开始","特林德尔·玲奈"
"咒怨：终结的开始","金泽美穗"
"咒怨：终结的开始","高桥春织"
"咒怨：终结的开始","黑岛结菜"
"咒怨：终结的开始","最所美咲"
"咒怨：终结的开始","小林飒"
"咒怨：终结的开始","绯田康人"
"咒怨：终结的开始","袴田吉彦"
"咒怨：终结的开始","宫城大树"
"咒怨：终结的开始","江田结香"
"今天开始恋爱吧","武井咲"
"今天开始恋爱吧","松坂桃李"
"今天开始恋爱吧","木村文乃"
"今天开始恋爱吧","山崎贤人"
"今天开始恋爱吧","新川优爱"
"今天开始恋爱吧","高梨临"
"今天开始恋爱吧","青柳翔"
"今天开始恋爱吧","长谷川初范"
"蜘蛛巢城","三船敏郎"
"蜘蛛巢城","山田五十铃"
"蜘蛛巢城","志村乔"
"蜘蛛巢城","千秋实"
"生活艰难但是快乐","相叶雅纪"
"生活艰难但是快乐","松本润"
"生活艰难但是快乐","二宫和也"
"生活艰难但是快乐","大野智"
"生活艰难但是快乐","樱井翔"
"女教師日記 禁じられた性","大竹一重"
"女教師日記 禁じられた性","冲田浩之"
"女教師日記 禁じられた性","川名浩介"
"女教師日記 禁じられた性","宫下顺子"
"女教師日記 禁じられた性","泽木麻美"
"女教師日記 禁じられた性","高桥明"
"椿三十郎","三船敏郎"
"椿三十郎","仲代达矢"
"椿三十郎","加山雄三"
"椿三十郎","小林桂树"
"椿三十郎","团令子"
"大菩萨岭","仲代达矢"
"大菩萨岭","新珠三千代"
"大菩萨岭","内藤洋子"
"大菩萨岭","加山雄三"
"大菩萨岭","三船敏郎"
"地下幻灯剧画 少女椿","松井良彦"
"地下幻灯剧画 少女椿","中美奈子"
"地下幻灯剧画 少女椿","森下纪彦"
"地下幻灯剧画 少女椿","林和义"
"地下幻灯剧画 少女椿","野村欣史"
"地下幻灯剧画 少女椿","加藤早苗"
"名侦探柯南OVA9：十年后的陌生人","高山南"
"名侦探柯南OVA9：十年后的陌生人","神谷明"
"名侦探柯南OVA9：十年后的陌生人","山崎和佳奈"
"名侦探柯南OVA9：十年后的陌生人","松井菜樱子"
"名侦探柯南OVA9：十年后的陌生人","山口胜平"
"地海传说","冈田准一"
"地海传说","手嶌葵"
"地海传说","田中裕子"
"地海传说","香川照之"
"地海传说","风吹淳"
"地海传说","倍赏美津子"
"地海传说","夏川结衣"
"纯净脆弱的心","长泽雅美"
"纯净脆弱的心","冈田将生"
"纯净脆弱的心","波瑠"
"纯净脆弱的心","中村苍"
"纯净脆弱的心","平田薫"
"纯净脆弱的心","田山凉成"
"纯净脆弱的心","和田聪宏"
"纯净脆弱的心","池胁千鹤"
"纯净脆弱的心","高良健吾"
"纯净脆弱的心","古川雄辉"
"机器人大爷","五十岚信次郎"
"机器人大爷","吉高由里子"
"机器人大爷","滨田岳"
"机器人大爷","川岛润哉"
"机器人大爷","田畑智子"
"机器人大爷","和久井映见"
"机器人大爷","小野武彦"
"机器人大爷","安田圣爱"
"机器人大爷","竹中直人"
"机器人大爷","古川雄辉"
"乐与路","宫崎葵"
"乐与路","高良健吾"
"乐与路","桐谷健太"
"乐与路","伊藤歩"
"乐与路","井浦新"
"情迷意乱","高峰秀子"
"情迷意乱","加山雄三"
"情迷意乱","草笛光子"
"情迷意乱","白川由美"
"情迷意乱","三益爱子"
"情迷意乱","滨美枝"
"情迷意乱","藤木悠"
"情迷意乱","北村和夫"
"情迷意乱","十朱久雄"
"翡翠森林：狼与羊","中村狮童"
"翡翠森林：狼与羊","成宫宽贵"
"翡翠森林：狼与羊","板东英二"
"翡翠森林：狼与羊","Kaba.Chan"
"翡翠森林：狼与羊","Hayashiya Shozo"
"乌鸦的拇指","阿部宽"
"乌鸦的拇指","石原里美"
"乌鸦的拇指","村上昭二"
"乌鸦的拇指","能年玲奈"
"乌鸦的拇指","小柳友"
"死神的精度","金城武"
"死神的精度","小西真奈美"
"死神的精度","富司纯子"
"死神的精度","光石研"
"死神的精度","石田卓也"
"穿越时空的少女","仲里依纱"
"穿越时空的少女","中尾明庆"
"穿越时空的少女","柄本时生"
"穿越时空的少女","石桥杏奈 Ishibashi Anna"
"穿越时空的少女","柄本时生 Tokio Emoto"
"得买新鞋了","中山美穗"
"得买新鞋了","向井理"
"得买新鞋了","桐谷美玲"
"得买新鞋了","绫野刚"
"得买新鞋了","阿曼达·普拉莫"
"图书馆战争","冈田准一"
"图书馆战争","荣仓奈奈"
"图书馆战争","田中圭"
"图书馆战争","福士苍汰"
"图书馆战争","西田尚美"
"图书馆战争","桥本润"
"图书馆战争","铃木一真"
"图书馆战争","栗山千明"
"图书馆战争","石坂浩二"
"麦子小姐","堀北真希"
"麦子小姐","松田龙平"
"麦子小姐","余贵美子"
"麦子小姐","温水洋一"
"麦子小姐","麻生祐未"
"麦子小姐","田代沙耶香"
"麦子小姐","井口薰仁"
"麦子小姐","冈山天音"
"再见，总有一天","中山美穗"
"再见，总有一天","西岛秀俊"
"再见，总有一天","石田百合子"
"再见，总有一天","加藤雅也"
"彼岸花","佐分利信"
"彼岸花","田中绢代"
"彼岸花","山本富士子"
"彼岸花","久我美子"
"彼岸花","有马稻子"
"夏威夷男孩","冈田将生"
"夏威夷男孩","倍赏千惠子"
"夏威夷男孩","长谷川润"
"夏威夷男孩","苍井优"
"夏威夷男孩","深津绘里"
"夏威夷男孩","松坂庆子"
"鲁邦三世：卡里奥斯特罗城","山田康雄"
"鲁邦三世：卡里奥斯特罗城","增山江威子"
"鲁邦三世：卡里奥斯特罗城","小林清志"
"鲁邦三世：卡里奥斯特罗城","井上真树夫"
"鲁邦三世：卡里奥斯特罗城","纳谷悟郎"
"虫师","小田切让"
"虫师","江角真纪子"
"虫师","苍井优"
"虫师","大森南朋"
"诈欺游戏 -再生-","松田翔太"
"诈欺游戏 -再生-","多部未华子"
"诈欺游戏 -再生-","芦田爱菜"
"诈欺游戏 -再生-","江角真纪子"
"诈欺游戏 -再生-","船越英一郎"
"诈欺游戏 -再生-","滨田麻里"
"诈欺游戏 -再生-","要润"
"诈欺游戏 -再生-","小池荣子"
"诈欺游戏 -再生-","新井浩文"
"诈欺游戏 -再生-","野波麻帆"
"诈欺游戏 -再生-","池田铁洋"
"诈欺游戏 -再生-","前田健"
"诈欺游戏 -再生-","渡边一计"
"诈欺游戏 -再生-","铃木一真"
"啄木鸟和雨","役所广司"
"啄木鸟和雨","小栗旬"
"啄木鸟和雨","高良健吾"
"啄木鸟和雨","臼田麻美"
"啄木鸟和雨","伊武雅刀"
"啄木鸟和雨","山崎努"
"佛兰德斯的狗","Brady Bluhm"
"佛兰德斯的狗","Debi Derryberry"
"佛兰德斯的狗","罗伯特·劳吉亚"
"幻之光","江角真纪子"
"幻之光","内藤刚志"
"幻之光","浅野忠信"
"幻之光","木内绿"
"幻之光","柄本明"
"幻之光","赤井英和"
"东京少女","夏帆"
"东京少女","佐野和真"
"东京少女","近藤芳正"
"东京少女","秋本奈绪美"
"东京少女","福永真梨佳"
"花样男子最终章","井上真央"
"花样男子最终章","松本润"
"花样男子最终章","小栗旬"
"花样男子最终章","松田翔太"
"花样男子最终章","阿部力"
"花样男子最终章","西原亚希"
"花样男子最终章","佐藤惠"
"花样男子最终章","加藤夏希"
"花样男子最终章","佐田真由美"
"东京日和","竹中直人"
"东京日和","中山美穗"
"东京日和","松隆子"
"东京日和","浅野忠信"
"东京日和","森田芳光"
"东京日和","塚本晋也"
"东京日和","三浦友和"
"东京日和","田口智朗"
"东京日和","利重刚"
"东京日和","温水洋一"
"东京日和","铃木砂羽"
"东京日和","津田宽治"
"东京日和","中田秀夫"
"东京日和","周防正行"
"清须会议","役所广司"
"清须会议","大泉洋"
"清须会议","小日向文世"
"清须会议","佐藤浩市"
"清须会议","妻夫木聪"
"清须会议","浅野忠信"
"清须会议","寺岛进"
"清须会议","绪方义博"
"清须会议","松山研一"
"清须会议","伊势谷友介"
"清须会议","铃木京香"
"清须会议","中谷美纪"
"清须会议","刚力彩芽"
"清须会议","坂东巳之助"
"清须会议","阿南健治"
"清须会议","染谷将太"
"清须会议","筱井英介"
"清须会议","户田惠子"
"清须会议","尾原善"
"清须会议","近藤芳正"
"清须会议","浅野和之"
"清须会议","中村勘太郎"
"清须会议","天海祐希"
"清须会议","西田敏行"
"神的病历薄","樱井翔"
"神的病历薄","宫崎葵"
"神的病历薄","要润"
"神的病历薄","吉濑美智子"
"神的病历薄","冈田义德"
"神的病历薄","池胁千鹤"
"怪谈","仲代达矢"
"怪谈","丹波哲郎"
"怪谈","渡边美佐子"
"怪谈","三国连太郎"
"怪谈","岸惠子"
"怪谈","新珠三千代"
"怪谈","志村乔"
"怪谈","田中邦卫"
"怪谈","泷泽修"
"怪谈","中村雁治郎"
"怪谈","宫口精二"
"怪谈","仲谷升"
"娜娜2","中岛美嘉"
"娜娜2","市川由衣"
"娜娜2","玉山铁二"
"娜娜2","姜畅雄"
"娜娜2","成宫宽贵"
"娜娜2","丸山智己"
"娜娜2","本乡奏多"
"娜娜2","伊藤由奈"
"死者田园祭","菅贯太郎"
"死者田园祭","高野浩幸"
"死者田园祭","八千草薰"
"死者田园祭","三上宽"
"死者田园祭","兰妖子"
"死者田园祭","原田芳雄"
"远山的呼唤","倍赏千惠子 Chieko Baishô"
"远山的呼唤","吉冈秀隆"
"远山的呼唤","高仓健 Ken Takakura"
"Jose与虎与鱼们","妻夫木聪"
"Jose与虎与鱼们","池胁千鹤"
"Jose与虎与鱼们","上野树里"
"Jose与虎与鱼们","菅野莉央"
"Jose与虎与鱼们","新井浩文"
"Jose与虎与鱼们","江口德子"
"Jose与虎与鱼们","荒川良良"
"Jose与虎与鱼们","森下能幸"
"Jose与虎与鱼们","板尾创路"
"Jose与虎与鱼们","萨布"
"算计：七天的死亡游戏","绫濑遥"
"算计：七天的死亡游戏","藤原龙也"
"算计：七天的死亡游戏","石原里美"
"算计：七天的死亡游戏","平山绫"
"算计：七天的死亡游戏","武田真治"
"算计：七天的死亡游戏","北大路欣也"
"算计：七天的死亡游戏","阿部力"
"算计：七天的死亡游戏","片平渚"
"母亲","吉永小百合"
"母亲","浅野忠信"
"母亲","檀丽"
"母亲","志田未来"
"母亲","佐藤未来"
"母亲","笑福亭鹤瓶"
"母亲","坂东三津五郎"
"母亲","倍赏千惠子"
"午夜凶铃2：贞子缠身","中谷美纪"
"午夜凶铃2：贞子缠身","松岛菜菜子"
"午夜凶铃2：贞子缠身","深田恭子"
"午夜凶铃2：贞子缠身","真田广之"
"午夜凶铃2：贞子缠身","佐藤仁美"
"午夜凶铃2：贞子缠身","柳忧怜"
"午夜凶铃2：贞子缠身","小日向文世"
"午夜凶铃2：贞子缠身","石丸谦二郎"
"午夜凶铃2：贞子缠身","竹内结子"
"人证","乔治·肯尼迪"
"人证","三船敏郎"
"人证","布罗德里克·克劳福德"
"人证","冈田茉莉子"
"人证","松田优作"
"幸福的黄手帕","高仓健"
"幸福的黄手帕","倍赏千惠子"
"幸福的黄手帕","桃井薰"
"幸福的黄手帕","武田铁矢"
"咒怨 录像带版","Yûrei Yanagi"
"律政英雄","木村拓哉"
"律政英雄","松隆子"
"律政英雄","阿部宽"
"律政英雄","大塚宁宁"
"律政英雄","胜村政信"
"律政英雄","小日向文世"
"律政英雄","八岛智人"
"律政英雄","角野卓造"
"律政英雄","儿玉清"
"苦役列车","森山未来"
"苦役列车","高良健吾"
"苦役列车","前田敦子"
"苦役列车","槙田雄司"
"苦役列车","田口智朗"
"花","苍井优"
"花","铃木京香"
"花","竹内结子"
"花","田中丽奈"
"花","仲间由纪惠"
"花","广末凉子"
"花","大泽隆夫"
"花","长门裕之"
"花","盐见三省"
"花","平田满"
"花","井之原快彦"
"花","三浦贵大"
"花","真野响子"
"花","骏河太郎"
"花","河本准一"
"凶暴的男人","北野武"
"凶暴的男人","川上麻衣子"
"凶暴的男人","平泉成"
"凶暴的男人","岸部一德"
"凶暴的男人","远藤宪一"
"奏鸣曲","北野武"
"奏鸣曲","国舞亚矢"
"奏鸣曲","渡边哲"
"奏鸣曲","胜村政信"
"奏鸣曲","寺岛进"
"咕咕是一只猫","小泉今日子"
"咕咕是一只猫","上野树里"
"咕咕是一只猫","加濑亮"
"咕咕是一只猫","大后寿寿花"
"咕咕是一只猫","田中哲司"
"咕咕是一只猫","林直次郎"
"哆啦A梦：大雄的恐龙","大原惠美"
"哆啦A梦：大雄的恐龙","水田山葵"
"哆啦A梦：大雄的恐龙","嘉数由美"
"哆啦A梦：大雄的恐龙","木村昴"
"哆啦A梦：大雄的恐龙","关智一"
"哆啦A梦：大雄的恐龙","神木隆之介"
"周围的事","木村多江"
"周围的事","中川雅也"
"周围的事","倍赏美津子"
"周围的事","寺岛进"
"周围的事","安藤玉惠"
"周围的事","加濑亮"
"结婚欺诈师","堺雅人"
"结婚欺诈师","松雪泰子"
"结婚欺诈师","满岛光"
"结婚欺诈师","中村优子"
"结婚欺诈师","新井浩文"
"结婚欺诈师","儿岛一哉"
"结婚欺诈师","安藤樱"
"结婚欺诈师","内野圣阳"
"初雪","李准基"
"初雪","宫崎葵"
"初雪","森田彩华"
"初雪","余贵美子"
"一公升的眼泪","加藤和子"
"一公升的眼泪","大西麻惠"
"一公升的眼泪","松金米子"
"一公升的眼泪","芦川芳美"
"一公升的眼泪","鸟居香穗里"
"一公升的眼泪","浜田光夫"
"名侦探柯南 真人版 Ⅱ","小栗旬"
"名侦探柯南 真人版 Ⅱ","黑川智花"
"名侦探柯南 真人版 Ⅱ","阵内孝则"
"名侦探柯南 真人版 Ⅱ","岩佐真悠子"
"名侦探柯南 真人版 Ⅱ","香椎由宇"
"名侦探柯南 真人版 Ⅱ","田山凉成"
"谈谈情跳跳舞","役所广司"
"谈谈情跳跳舞","草刈民代"
"谈谈情跳跳舞","竹中直人"
"生活艰难所以快乐","大野智"
"生活艰难所以快乐","樱井翔"
"生活艰难所以快乐","相叶雅纪"
"生活艰难所以快乐","二宫和也"
"生活艰难所以快乐","松本润"
"赌博默示录2","藤原龙也"
"赌博默示录2","伊势谷友介"
"赌博默示录2","吉高由里子"
"赌博默示录2","生濑胜久"
"赌博默示录2","香川照之"
"浮草","中村雁治郎"
"浮草","京町子"
"浮草","若尾文子"
"浮草","川口浩"
"浮草","杉村春子"
"浮草","野添瞳"
"浮草","笠智众"
"寿喜烧西部片","伊藤英明"
"寿喜烧西部片","佐藤浩市"
"寿喜烧西部片","伊势谷友介"
"寿喜烧西部片","安藤政信"
"寿喜烧西部片","石桥贵明"
"寿喜烧西部片","木村佳乃"
"寿喜烧西部片","桃井薰"
"寿喜烧西部片","香川照之"
"寿喜烧西部片","昆汀·塔伦蒂诺"
"寿喜烧西部片","Christian Storms"
"寿喜烧西部片","堺雅人"
"寿喜烧西部片","小栗旬"
"我出生了，但……","斋腾达雄"
"我出生了，但……","青木富夫"
"我出生了，但……","吉川满子"
"我出生了，但……","菅原秀雄"
"我出生了，但……","坂本武"
"我出生了，但……","Teruyo Hayami"
"我出生了，但……","加藤精一"
"我出生了，但……","小藤田正一"
"我出生了，但……","西村青儿"
"我出生了，但……","笠智众"
"我出生了，但……","野村秋生"
"我出生了，但……","叶山正雄"
"日本沉没","草剪刚"
"日本沉没","柴崎幸"
"日本沉没","丰川悦司"
"日本沉没","大地真央"
"日本沉没","福田麻由子"
"日本沉没","及川光博"
"铁道员","高仓健"
"铁道员","大竹忍"
"铁道员","广末凉子"
"铁道员","安藤政信"
"铁道员","吉冈秀隆"
"爱之涡","池松壮亮"
"爱之涡","门胁麦"
"爱之涡","新井浩文"
"爱之涡","泷藤贤一"
"爱之涡","驹木根隆之"
"爱之涡","柄本时生"
"爱之涡","三津谷叶子"
"爱之涡","中村映里子"
"爱之涡","赤泽セリ"
"爱之涡","信江勇"
"爱之涡","田中哲司"
"爱之涡","洼冢洋介"
"楢山节考","田中绢代"
"楢山节考","高桥贞二"
"她的回忆","山寺宏一"
"砂之女","冈田英次"
"砂之女","岸田今日子"
"砂之女","三井弘次"
"弟弟","吉永小百合"
"弟弟","笑福亭鹤瓶"
"弟弟","苍井优"
"弟弟","加濑亮"
"弟弟","小林稔侍"
"弟弟","小日向文世"
"弟弟","石田百合子"
"弟弟","笹野高史"
"弟弟","佐藤蛾次郎"
"弟弟","森本治行"
"弟弟","中居正广"
"寻访千利休","市川海老藏"
"寻访千利休","中谷美纪"
"寻访千利休","伊势谷友介"
"寻访千利休","大森南朋"
"寻访千利休","福士诚治"
"寻访千利休","檀丽"
"寻访千利休","柄本明"
"寻访千利休","袴田吉彦"
"寻访千利休","伊武雅刀"
"寻访千利休","川野直辉"
"寻访千利休","黑谷友香"
"寻访千利休","中村嘉葎雄"
"寻访千利休","李成敏"
"咒怨：白老妇","南明奈"
"咒怨：白老妇","铃木裕树"
"咒怨：白老妇","福永真梨佳"
"咒怨：白老妇","中村爱美"
"咒怨：白老妇","Mihiro"
"卖梦的两人","松隆子"
"卖梦的两人","阿部隆史"
"卖梦的两人","田中丽奈"
"卖梦的两人","铃木砂羽"
"卖梦的两人","木村多江"
"卖梦的两人","安藤玉惠"
"卖梦的两人","矢部享佑"
"卖梦的两人","大堀幸一"
"卖梦的两人","仓科加奈"
"卖梦的两人","伊势谷友介"
"卖梦的两人","古馆宽治"
"卖梦的两人","小林胜也"
"卖梦的两人","香川照之"
"卖梦的两人","笑福亭鹤瓶"
"彩虹老人院","小田切让"
"彩虹老人院","柴崎幸"
"彩虹老人院","田中泯"
"彩虹老人院","西岛秀俊"
"彩虹老人院","高桥昌也"
"彩虹老人院","田边季正"
"千年之恋之源氏物语","天海祐希"
"千年之恋之源氏物语","常盘贵子"
"千年之恋之源氏物语","吉永小百合"
"千年之恋之源氏物语","高岛礼子"
"再见溪谷","真木阳子"
"再见溪谷","大西信满"
"再见溪谷","铃木杏"
"再见溪谷","大森南朋"
"再见溪谷","井浦新"
"再见溪谷","新井浩文"
"再见溪谷","鹤田真由"
"再见溪谷","木下邦家"
"再见溪谷","三浦真己"
"再见溪谷","薬袋いづみ"
"再见溪谷","池内万作"
"再见溪谷","木野花"
"青春残酷物语","桑野美雪"
"青春残酷物语","川津祐介"
"青春残酷物语","久我美子"
"鳗鱼","役所广司"
"鳗鱼","清水美沙"
"鳗鱼","柄本明"
"鳗鱼","倍赏美津子"
"鳗鱼","哀川翔"
"乌冬","中山裕介"
"乌冬","小西真奈美"
"乌冬","松本龟"
"乌冬","铃木京香"
"乌冬","要润"
"鬼龙院花子的一生","仲代达矢"
"鬼龙院花子的一生","丹波哲郎"
"鬼龙院花子的一生","夏目雅子"
"鬼龙院花子的一生","仙道敦子"
"鬼龙院花子的一生","佳那晃子"
"鬼龙院花子的一生","岩下志麻"
